source	forward	forward	forward	forward	forward	forward	backward	backward	backward	backward	backward	backward
brousek	whetstone	Wetzstein	wetsteen	Уэтстоун	piedra de afilar	pierre à aiguiser	brousek	#VALUE!	brousek	Watstone	brousek	Brousek
brožka	booklet	Broschüre	boekje	буклет	folleto	brochure	brožur	#VALUE!	brožur	brožur	uživatelské informace	brožura
brožurka	brochure	Broschüre	brochure	брошюра	folleto	brochure	brožura	#VALUE!	leták	brožura	uživatelské informace	brožura
bruslička	skill	Können	vaardigheid	навык	habilidad	compétence	dovednost	#VALUE!	dovednost	dovednost	schopnost	dovednost
brusinka	cranberry	Cranberry	veenbes	клюква	arándano	canneberge	brusinka	#VALUE!	brusinka	brusinka	borůvka	brusinka
bryndáček	bib	Lätzchen	slabbetje	нагрудник	babero	bavoir	bryndáček	#VALUE!	bryndáček	bryndáček	bryndáček	bryndáček
brzdička	brake	Bremse	rem	тормозный	freno	frein	brzda	#VALUE!	brzda	brzda	Brzda	brzda
branka	Goal	Tor	Doel	Цель	Meta	Objectif	Fotbalová branka	#VALUE!	Fotbalová branka	cílová	Fotbalová branka	Objektivní
brázdička	furrow	Furche	voor	борозд	surco	sillon	brázda	#VALUE!	před	drážky	drážka	drážka
brýličky	glasses	Brille	bril	очки	lentes	lunettes	brýle	#VALUE!	brýle	brýle	brýle	brýle
bubeníček	drummer	Schlagzeuger	drummer	барабанщик	batería	le batteur	bubeník	bubeník	bubeník	bubeník	bicí	bubeník
bubínek	drum	Trommel	trommel	барабан	tambor	tambouriner	buben	#VALUE!	buben	buben	buben	buben
bublinka	bubble	Blase	bubbel	пузырь	burbuja	bulle	bublina	#VALUE!	bublina	bublina	bublina	bublina
bubáček	drummer	Schlagzeuger	drummer	барабанщик	batería	le batteur	bubeník	bubeník	bubeník	bubeník	bicí	bubeník
buchtička	scone	Scone	scone	лепешка	bollo	scone	buchtička	#VALUE!	buchtička	dort	drdol	buchtička
budoárek	budoar	Budoar	budoar	Будоар	budoar	budoar	budoar	#VALUE!	Budoar	Budoar	Budoar	Budoar
bufáček	buffet	Buffet	buffet	буфет	buffet	buffet	bufet	#VALUE!	bufet	bufet	bufet	bufet
buginka	bugink	Bugink	bugink	Bugink	bugink	bogue	Bugink	#VALUE!	Bugink	Bugink	Bugink	Chyba
bukvička	beech	Buche	beuken	буки	haya	hêtre	buk	#VALUE!	buk	Buki	je	buk
buldoček	bulldog	Bulldogge	bulldog	бульдог	buldog	bouledogue	buldok	#VALUE!	buldok	buldok	buldok	buldok
bulvárek	tabloid	Boulevardzeitung	tabloid	таблоид	tabloide	tabloïde	bulvár	#VALUE!	bulvár	bulvár	bulvár	bulvár
bulíček	bull	Stier	stier	бык	toro	taureau	býk	#VALUE!	býk	býk	býk	býk
bumbáníčko	bumbling	schusselig	stuntel	неуклюжий	torpe	maladroit	Bumbling	pomlhavý	šroub	nemotorný	nemotorný	nemotorný
bundička	jacket	Jacke	jasje	пиджак	chaqueta	veste	Bunda	#VALUE!	Bunda	Blejzr	Bunda	Bunda
burčáček	half-fermented	halbfermentiert	half gefermenteerd	наполовину	medios fermentado	à moitié fermé	napůl-fermentovaný	#VALUE!	napůl-fermentovaný	polovina	fermentovaná média	napůl zavřený
mikrobusek	microbuse	Mikrobuse	microbuse	Микробусе	microbuse	microbus	mikrobóz	#VALUE!	micrus	Mikrobus	Mikrobóz	mikrobus
buznička	buzz	summen	ophef	гул	zumbido	bourdonner	bzučet	#VALUE!	povyk	hučení	bzučet	bzučet
buřinka	bowler hat	Bowler Hut	bolhoed	котелок	sombrero de jugador de bolos	melon	Buřinka	Bowler Hut	Buřinka	Kotelik	Klobouk bowlingového hráče	meloun
buřtík	sausage	Würstchen	worst	колбаса	embutido	saucisson	klobása	#VALUE!	klobása	klobása	klobása	klobása
buřtgulášek	sausage	Würstchen	worst	колбаса	embutido	saucisson	klobása	#VALUE!	klobása	klobása	klobása	klobása
bydleníčko	housing	Gehäuse	huisvesting	Корпус	alojamiento	logement	bydlení	#VALUE!	bydlení	Rám	ubytování	nocleh
bylinka	herb	Kraut	kruid	трава	hierba	herbe	bylina	#VALUE!	bylina	tráva	bylina	tráva
bystřinka	stream	Strom	stroom	ручей	corriente	flux	proud	#VALUE!	proud	proud	proud	tok
běloušek	white	Weiß	wit	белый	blanco	blanche	bílý	#VALUE!	bílý	bílý	bílý	bílý
bidélko	bid	Gebot	bieden	делать ставку	licitación	offre	nabídka	#VALUE!	nabídka	sázka	Nabídka	nabídka
bidýlko	perch	Barsch	baars	окунь	perca	perche	okoun	#VALUE!	okoun	okoun	okoun	pól
bitvička	battle	Schlacht	strijd	боевой	batalla	bataille	bitva	#VALUE!	konflikt	boj	bitva	bitva
bičík	whip	Peitsche	zweep	хлыст	látigo	fouet	bič	#VALUE!	bič	bič	bič	bič
zabijáček	killer	Mörder	moordenaar	убийца	asesino	tueur	zabiják	#VALUE!	zabiják	zabiják	vrah	zabiják
bójka	buoy	Boje	boei	буй	boya	bouée	bóje	#VALUE!	bóje	bóje	bóje	bóje
býček	bullock	Stier	ossen	бульлок	toro castrado	bœuf	býček	#VALUE!	vůl	Kulka	býček	hovězí
bydélko	resident	Bewohner	inwoner	житель	residente	résident	rezident	#VALUE!	rezident	občan	rezident	rezident
byteček	apartment	Wohnung	appartement	квартира	Departamento	appartement	byt	#VALUE!	byt	byt	oddělení	byt
bytůstka	beast	Tier	beest	зверь	bestia	la bête	bestie	#VALUE!	bestie	zvíře	bestie	zvíře
dobytčátko	cattle	das Vieh	vee	крупный рогатый скот	ganado	bétail	dobytek	#VALUE!	dobytek	dobytek	hospodářská zvířata	dobytek
nábyteček	excess	Überschuss	overmaat	избыток	exceso	excès	přebytek	přebytek	přebytek	přebytek	přebytek	přebytek
zbyteček	unnecessary	nicht notwendig	onnodig	ненужный	innecesario	inutile	zbytečné	#VALUE!	redundantní	zbytečné	zbytečné	Zbytečný
běhounek	tread	treten	betreden	протекать	huella	bande de roulement	šlapat	#VALUE!	zadejte	tok	Otisek prst	šlapat
nábřežíčko	waterfront	Uferpromenade	waterkant	набережная	frente al mar	front de mer	nábřeží	Promenáda	nábřeží	nábřeží	Oceán	pobřeží
březinka	Březinka	Březinka	Březinka	БЕЗИНКА	Březinka	Březinka	Březinka	#VALUE!	Březinka	Bezinka	Březinka	Březinka
břicháček	belly	Bauch	buik	живот	vientre	ventre	břicho	#VALUE!	břicho	žaludek	břicho	břicho
bříško	tummy	Bauch	buik	животик	barriguita	ventre	bříško	#VALUE!	břicho	bříško	bříško	břicho
břitvička	razor	Rasierer	scheermes	бритва	maquinilla de afeitar	le rasoir	Břitva	#VALUE!	Břitva	Břitva	Břitva	břitva
březňáček	Březňáček	Březňáček	Březňáček	Březňáček	Březňáček	Březňáček	Březňál	#VALUE!	Březňál	Březňál	Březňál	Březňál
březovka	birch	Birke	berk	береза	abedul	bouleau	bříza	#VALUE!	bříza	Bříza	bříza	bříza
břízka	birch	Birke	berk	береза	abedul	bouleau	bříza	#VALUE!	bříza	Bříza	bříza	bříza
bůžek	boom	Boom	boom	бум	auge	boom	výložník	#VALUE!	strom	výložník	výložník	výložník
cajdáček	cajdáček	Cajdáček	Cajdáček	Кадждачек	cajdáček	Cajdáček	Cajdá	#VALUE!	Cajdá	Kajeschek	Cajdá	Cajdá
cancourek	cancourek	Cancourek	Cancourek	Канкурек	cáncer	cancoure	Cancourek	#VALUE!	Canonek	Kankurek	rakovina	Cancoure
cecíček	cow	Kuh	koe	корова	vaca	vache	kráva	#VALUE!	kráva	kráva	kráva	kráva
cedníček	centers	Zentren	centra	центры	centros	centres	centra	#VALUE!	centra	centra	centra	centra
cedulka	ticket	Fahrkarte	ticket	проездной билет	boleto	billet	lístek	#VALUE!	lístek	lístek	lístek	lístek
cedulička	sign	Schild	teken	знак	señal	pancarte	podepsat	#VALUE!	podepsat	podepsat	podepsat	podepsat
cejnek	bream	Brachsen	brasem	лещ	brema	brème	pražma	#VALUE!	pražma	pražma	pražma	pražma
celebritka	celebrity	Berühmtheit	beroemdheid	знаменитость	celebridad	célébrité	osobnost	osobnost	osobnost	osobnost	osobnost	osobnost
celulózka	cellulose	Zellulose	cellulose	целлюлоза	celulosa	cellulose	celulóza	#VALUE!	celulóza	celulóza	celulóza	celulóza
centík	cope	bewältigen	omgaan met	справиться	afrontar	se débrouiller	zvládnout	vypořádat se s	Rukojeť	obchod	Přední obličej	zvládnout
metráček	meter	Meter	meter	метр	metro	mètre	Metr	#VALUE!	Metr	Metr	Metr	Metr
cestička	path	Weg	pad	дорожка	sendero	chemin	cesta	#VALUE!	cesta	dráha	cesta	cesta
chaloupka	cottage	Hütte	huisje	коттедж	cabaña	Cottage	chalupa	#VALUE!	Dům	chalupa	chata	Chalupa
chalupníček	cottage	Hütte	huisje	коттедж	cabaña	Cottage	chalupa	#VALUE!	Dům	chalupa	chata	Chalupa
chasníček	chaster	Chaster	spanning	хостера	rastro	chaster	Chester	#VALUE!	napětí	Hoster	stopa	Chester
cháska	hay	Heu	hooi-	сена	heno	foins	seno	#VALUE!	seno-	seno	seno	seno
chajdička	chajdička	Chajdička	Chajdička	Чайдичка	chajdička	Chajdička	Chajdička	#VALUE!	Chajdička	Chaidichka	Chajdička	Chajdička
chatka	cabin	Kabine	cabine	кабина	cabina	cabine	chata	#VALUE!	chata	chata	chata	chata
chatička	cottage	Hütte	huisje	коттедж	cabaña	Cottage	chalupa	#VALUE!	Dům	chalupa	chata	Chalupa
chcípáček	dight	Dicht	spoed	дар	volteo	à la main	Dight	#VALUE!	Rychlost	dárek	Otočím se	ručně
chládek	cool	Kalt	koel	Круто	Frío	cool	chladný	#VALUE!	chladný	Chladný	Studený	chladný
chládeček	cool	Kalt	koel	Круто	Frío	cool	chladný	#VALUE!	chladný	Chladný	Studený	chladný
chladnička	refrigerator	Kühlschrank	koelkast	холодильник	refrigerador	réfrigérateur	lednička	lednička	chladnič	lednička	lednička	lednička
chlapeček	baby boy	Baby	babyjongen	малыш	bebé	bébé garçon	chlapeček	#VALUE!	chlapeček	dítě	dítě	chlapeček
chlapík	fellow	Gefährte	vakgenoot	парень	compañero	compagnon	chlapík	#VALUE!	společník	chlap	spolupracovník	společník
chlapíček	bullshit	Bullshit	onzin	фигня	mierda	connerie	hovadina	#VALUE!	nesmysl	Figina	hovno	hovadina
chlápek	guy	Kerl	jongen	парень	tipo	mec	chlap	#VALUE!	chlapec	chlap	Typ	kámo
chlopek	flap	Klappe	klep	класть	solapa	rabat	klapka	#VALUE!	ventil	Dát	klapka	Rabat
chlubílek	boast	Prahlerei	opscheppen	хвастаться	presumir	se vanter	pochlubit se	#VALUE!	pochlubit se	pochlubit se	pochlubit se	chlubit se
vychloubálek	bole	Bole	stam	боле	tronco	fût	kmen	#VALUE!	kmen	více	kmen	byl
chloumek	barrel	Fass	loop	ствол	barril	baril	hlaveň	#VALUE!	běh	kmen	hlaveň	hlaveň
chlumek	chlum	Chlum	chlum	хлум	chlum	chlum	Chlum	#VALUE!	Chlum	Čepice	Chlum	Chlum
chloupek	hair	Haar	haar	волосы	pelo	Cheveu	vlasy	#VALUE!	vlasy	vlasy	vlasy	Vlasy
chloupeček	hairdryer	Fön	haardroger	фен	secador de pelo	Sèche-cheveux	fén	#VALUE!	fén	Feng	fén	Fén
chlebík	bread	brot	brood	хлеб	pan de molde	pain	chléb	#VALUE!	chléb	chléb	chléb	chléb
chlebíček	sandwich	Sandwich	broodje	сэндвич	emparedado	sandwich	sendvič	#VALUE!	sendvič	Sendvič	sendvič	sendvič
chlévek	bar	Bar	bar	бар	bar	bar	bar	#VALUE!	bar	bar	bar	bar
chléveček	clerk	Sachbearbeiter	mantel	клерк	empleado	employé de bureau	úředník	úředník	kabát	úředník	zaměstnanec	úředník
chmelnička	hopper	Trichter	hopper	бункер	tolva	trémie	Hopper	#VALUE!	Hopper	Bunkr	Hopper	Hopper
chmýříčko	fluff	Flaum	pluis	пух	pelusa	duvet	chmýří	#VALUE!	chmýří	chmýří	chmýří	dolů
chobotek	trunk	Rüssel	kofferbak	ствол	tronco	tronc	kmen	#VALUE!	kmen	kmen	kmen	kmen
chobotnička	octopus	Krake	Octopus	осьминог	pulpo	poulpe	chobotnice	#VALUE!	Chobotnice	chobotnice	chobotnice	chobotnice
chobůtek	chocolate	Schokolade	chocola	шоколад	chocolate	Chocolat	čokoláda	čokoláda	čokoláda	čokoláda	čokoláda	Čokoláda
chocholoušek	plume	Feder	pluim	шлейф	penacho	plume	chochol	#VALUE!	Sláva	chochol	chochol	Pírko
chocholík	corymb	Corymb	Corymb	Corymb	corimbo	corymb	chocholík	#VALUE!	Chocholík	Chocholík	chocholík	chocholík
chomáček	tuft	Büschel	bosje	пучка	penacho	touffe	chomáč	#VALUE!	chomáč	svazek	chochol	chomáč
neschopenka	sick note	Krankmeldung	ziektebriefje	Больной записка	nota enferma	certificat médical	neschopenka	Oznámení o nemoci	Oznámení o nemoci	Neschopenka	Neschopenka	Lékařské certifikát
chůvička	nanny	Tagesmutter	oppas	няня	niñera	nounou	chůva	Chůva	hlídat dítě	chůva	sestřička	chůva
výchovička	educational	lehrreich	leerzaam	образовательный	educativo	éducatif	vzdělávací	#VALUE!	Vzdělávací	vzdělávací	vzdělávací	vzdělávací
chrobáček	charm	Charme	charme	шарм	encanto	charme	kouzlo	#VALUE!	kouzlo	kouzlo	kouzlo	kouzlo
chromajzlík	chromajzl	Chromajzl	Chromajzl	Chromajzl	chromajzl	chromajzl	Chromajzl	#VALUE!	Chromajzl	Chromajzl	Chromajzl	Chromajzl
chroustek	chroust	Chroust	chrouste	Круст	crujir	chrousse	Chroust	#VALUE!	Chroute	Plavba	vrzání	Chrousse
chrousteček	chroustice	Chroust	chroustice	Chroustice	revista	chrouste	Chroustice	#VALUE!	Chroustice	Chrustice	časopis	chrouse
chrpička	chip	Chip	chip	чип	chip	ébrécher	čip	#VALUE!	čip	čip	čip	čip
chrtík	greyhound	Windhund	windhond	Борзая	galgo	levrette	chrt	#VALUE!	chrt	Chrt	chrt	Doggy Style
chrámek	temple	Tempel	tempel	храм	templo	temple	chrám	#VALUE!	Chrám	chrám	chrám	chrám
ochranka	security	Sicherheit	veiligheid	безопасность	seguridad	Sécurité	bezpečnostní	bezpečnostní	bezpečnost	bezpečnost	bezpečnostní	Bezpečnostní
schránka	box	Kasten	doos	коробка	caja	boîte	box	#VALUE!	box	box	pokladna	box
schránečka	box	Kasten	doos	коробка	caja	boîte	box	#VALUE!	box	box	pokladna	box
záchranka	ambulance	Ambulanz	ambulance	скорая помощь	ambulancia	ambulance	záchranná služba	#VALUE!	záchranná služba	záchranná služba	záchranná služba	záchranná služba
chuchvaleček	lump	Klumpen	klont	кусок	bulto	morceau	kus	#VALUE!	kus	kus	balík	kus
chudinka	poor	Arm	arm	бедный	pobre	pauvre	chudý	#VALUE!	paže	chudý	chudý	chudý
chudobka	daisy	Gänseblümchen	madeliefje	Дейзи	margarita	Marguerite	sedmikráska	sedmikráska	sedmikráska	Sedmikráska	Daisy Flower	Sedmikráska
chudáček	poor	Arm	arm	бедный	pobre	pauvre	chudý	#VALUE!	paže	chudý	chudý	chudý
chuďásek	cheek	Wange	wang	щека	mejilla	joue	tvář	#VALUE!	tvář	tvář	tvář	hrát si
choutka	appetite	Appetit	trek	аппетит	apetito	appétit	chuť	#VALUE!	migrace	chuť	chuť	chuť
pochutnáníčko	snack	Snack	tussendoortje	перекус	bocadillo	goûter	Svačina	#VALUE!	Svačina	Svačina	Svačina	ochutnat
chvojka	chin	kinn	kin	подбородок	barbilla	menton	brada	#VALUE!	brada	brada	brada	brada
chvostek	tick	Tick	Kruis aan	поставить галочку	garrapata	cocher	klíště	#VALUE!	klíště	klíště	klíště	šek
záchvatek	seizure	Krampfanfall	hartinfarct	захват	embargo	saisie	záchvat	Záchvat	infarkt	zachytit	embargo	záchvat
záchvateček	seizure	Krampfanfall	hartinfarct	захват	embargo	saisie	záchvat	Záchvat	infarkt	zachytit	embargo	záchvat
chvilka	moment	Moment	moment	мгновенный	momento	moment	okamžik	#VALUE!	okamžik	okamžitý	okamžik	okamžik
chvilečka	moment	Moment	moment	мгновенный	momento	moment	okamžik	#VALUE!	okamžik	okamžitý	okamžik	okamžik
chvilička	moment	Moment	moment	мгновенный	momento	moment	okamžik	#VALUE!	okamžik	okamžitý	okamžik	okamžik
chvilinka	moment	Moment	moment	мгновенный	momento	moment	okamžik	#VALUE!	okamžik	okamžitý	okamžik	okamžik
pochybnůstka	doubt	Zweifel	twijfel	сомневаться	duda	doute	pochybovat	#VALUE!	pochybovat	pochybovat	pochybovat	pochybovat
chybka	mistake	Fehler	vergissing	ошибка	error	erreur	chyba	#VALUE!	chyba	chyba	chyba	chyba
chybička	mistake	Fehler	vergissing	ошибка	error	erreur	chyba	#VALUE!	chyba	chyba	chyba	chyba
chytroušek	smart	Clever	slim	умная	inteligente	intelligent	chytrý	#VALUE!	chytrý	chytrý	inteligentní	chytrý
chytráček	smart	Clever	slim	умная	inteligente	intelligent	chytrý	#VALUE!	chytrý	chytrý	inteligentní	chytrý
cibulka	bulb	Birne	lamp	лампочка	bulbo	ampoule	žárovka	#VALUE!	svítilna	žárovka	žárovka	ampule
cibulička	onion	Zwiebel	ui	лук	cebolla	oignon	cibule	#VALUE!	cibule	cibule	cibule	cibule
cichlidka	cichlid	Cichlid	cichlid	цихлид	cíclido	cichlide	cichlid	#VALUE!	cichlid	cichlid	Cyklide	cichlide
cicvárek	cicvárek	Cicvárek	Cicvárek	Cicvárek	cicvárek	cicvárek	CICVÁREK	#VALUE!	CICVÁREK	CICVÁREK	CICVÁREK	CICVÁREK
ciferníček	dial	wählen	wijzerplaat	набирать номер	marcar	cadran	vytočit	#VALUE!	vytočit	vytočit	klíště	vytočit
cigaretka	cigarette	Zigarette	sigaret	сигарета	cigarrillo	cigarette	cigareta	#VALUE!	cigareta	cigareta	cigareta	cigareta
cigárko	cigar	Zigarre	sigaar	сигара	cigarro	cigare	doutník	#VALUE!	doutník	doutník	doutník	doutník
cihelka	brick	Backstein	steen	кирпич	ladrillo	brique	cihlový	#VALUE!	kámen	cihlový	cihlový	cihlový
cihlička	brick	Backstein	steen	кирпич	ladrillo	brique	cihlový	#VALUE!	kámen	cihlový	cihlový	cihlový
cikánek	gypsy	Zigeuner	zigeuner	цыган	gitano	gitan	Cikán	#VALUE!	Cikán	Cikán	Cikán	Cikán
cimprlínek	cimprline	Cimprline	cimprine	Cimprline	CIMPRLINE	cimprline	CIMPRLINE	#VALUE!	CIMPRINE	CIMPRLINE	CIMPRLINE	CIMPRLINE
cimřička	cimar	Cimar	Cimar	симар	cimar	Cimar	Cimar	#VALUE!	Cimar	Simar	Cimar	Cimar
cingrlátko	cingrlp	cingrlp	cingrlp	cingrlp	cingrlp	cingrlp	Cingrlp	#VALUE!	Cingrlp	Cingrlp	Cingrlp	Cingrlp
cintáček	cint	Cint	in de maling nemen	промежуточный	Cint	cint	CINT	#VALUE!	trik	středně pokročilí	CINT	cent
cizineček	stranger	Fremder	vreemdeling	незнакомец	extraño	étranger	cizinec	#VALUE!	cizinec	cizinec	podivný	zahraniční, cizí
clonka	aperture	Öffnung	opening	апертура	abertura	ouverture	clona	#VALUE!	otevírací	clona	otevírací	otevírací
záclonka	valance	Volant	verdelging	валентный	doselera	lambrequin	záclonka	#VALUE!	zničení	Miláček	záclonka	záclonka
cucáček	suck	saugen	zuigen	сосать	chupar	sucer	sát	#VALUE!	sát	sát	sát	sát
cuchtička	cuch	Kuch	moord	проведенный	cuchar	cuillère	Cuch	#VALUE!	vražda	strávený	Teaspo	lžíce
cuketka	zucchini	Zucchini	courgette	цуккини	calabacín	courgette	cuketa	#VALUE!	cuketa	cuketa	cuketa	cuketa
cukrlátko	sugar	Zucker	suiker	сахар	azúcar	du sucre	cukr	#VALUE!	cukr	cukr	cukr	cukr
cukroušek	sugar	Zucker	suiker	сахар	azúcar	du sucre	cukr	#VALUE!	cukr	cukr	cukr	cukr
cukrovinka	confectionery	Süßwaren	banketbakkerij	кондитерские изделия	confitería	confiserie	cukrovinky	#VALUE!	cukrárna	cukrovinky	cukrovinky	cukrovinky
cukrovíčko	candy	Süssigkeit	snoep	конфеты	dulce	Des bonbons	bonbón	Sladkost	cukroví	bonbóny	bonbón	Bonbón
cukrárnička	confectionery	Süßwaren	banketbakkerij	кондитерские изделия	confitería	confiserie	cukrovinky	#VALUE!	cukrárna	cukrovinky	cukrovinky	cukrovinky
